2024-05-24 15:54:22.281889 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\GUI Controls.xml [87.8 ms]
2024-05-24 15:54:22.042136 ; GUI            ; Debug       ; Loaded Light Theme. [11.7 ms]
2024-05-24 15:54:22.112277 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2024-05-24 15:54:22.903331 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2024-05-24 15-54-22.txt'. [571 ms]
2024-05-24 15:54:22.986658 ; HttpPackageRepository ; Debug       ; Could not check for updates from package repository at 'https://packages.opentap.io'.
2024-05-24 15:54:22.986658 ; Main           ; Debug       ; Update check complete. [263 ms]
2024-05-24 15:54:23.174970 ; PluginManager  ; Debug       ; Loaded PackageManager. [290 us]
2024-05-24 15:54:23.174970 ; PluginManager  ; Debug       ; Loaded Editor. [23.8 us]
2024-05-24 15:54:23.183987 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [8.76 ms]
2024-05-24 15:54:23.192967 ; PluginManager  ; Debug       ; Loaded RunExplorer. [8.56 ms]
2024-05-24 15:54:23.195968 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Bench\Default\Connections.xml [1.41 ms]
2024-05-24 15:54:23.196971 ; Settings       ; Debug       ; DutSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Bench\Default\DUTs.xml [703 us]
2024-05-24 15:54:23.238037 ; PluginManager  ; Debug       ; Loaded BT2202A. [37.3 ms]
2024-05-24 15:54:23.292788 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Bench\Default\Instruments.xml [96.0 ms]
2024-05-24 15:54:23.293813 ; Settings       ; Debug       ; ResultSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Results.xml [776 us]
2024-05-24 15:54:23.362265 ; Main           ; Warning     ; Recovery test plan detected.
2024-05-24 15:54:23.777818 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\Keysight.Kal.Licensing.Api.4.0.0\Keysight.Kal.Licensing.Api.dll
2024-05-24 15:54:23.809890 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Licensing.Api, Version=5.3.2.19, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\Keysight.Ccl.Licensing.Api.5.3.2.19\Keysight.Ccl.Licensing.Api.dll
2024-05-24 15:54:23.822326 ; KAL            ; Debug       ; KAL signature verified. [30.3 ms]
2024-05-24 15:54:23.837336 ; KAL Process    ; Debug       ; Initialized [44.9 ms]
2024-05-24 15:54:23.840333 ; KAL            ; Debug       ; Initialized [50.9 ms]
2024-05-24 15:54:23.975861 ; CCL            ; Debug       ; Initialized [201 ms]
2024-05-24 15:54:24.000846 ; Settings       ; Debug       ; PanelSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\GUI Panels.xml [1.88 ms]
2024-05-24 15:54:24.347167 ; Main           ; Debug       ; Application startup finished. [3.90 s]
