2024-06-15 11:44:42.882366 ; Session        ; Debug       ; Session log loaded as 'C:\Users\yuxia\source\repos\BT2202A\bin\Release\SessionLogs\tap 2024-06-15 11-44-42.txt'. [12.3 ms]
2024-06-15 11:44:45.178121 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2024-06-15 11:44:46.044787 ; CLI            ; Debug       ; Executing CLI action: package \ check-updates
2024-06-15 11:44:46.044787 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [813 us]
2024-06-15 11:44:46.044787 ; CLI            ; Debug       ; CLI action returned exit code: 0 [3.75 ms]
2024-06-15 11:44:46.728448 ; Searcher       ; Debug       ; Ordered 76 assemblies according to references. [1.53 s]
2024-06-15 11:44:46.852435 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2024-06-15 11:44:46.852435 ; Package        ; Information ; Satisfying assembly reference to netstandard by adding dependency on package OpenTAP
2024-06-15 11:44:46.852435 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.17.4+ea67c63a
2024-06-15 11:44:46.856376 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\yuxia\AppData\Local\Temp\pa0q3001.coe'
2024-06-15 11:44:46.862917 ; Package        ; Debug       ; Updating version info for 'BT2202A.dll' [1.15 ms]
2024-06-15 11:44:46.866227 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2024-06-15 11:44:47.267471 ; Package        ; Information ; Updated assembly version info using Mono method. [404 ms]
2024-06-15 11:44:47.267982 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2024-06-15 11:44:47.272314 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.35 ms]
2024-06-15 11:44:47.365357 ; Package        ; Information ; Package action FileHashPackageAction completed [97.6 ms]
2024-06-15 11:44:47.365357 ; Package        ; Information ; Creating OpenTAP package.
2024-06-15 11:44:47.377422 ; Package        ; Debug       ; Compressed 'C:\Users\yuxia\AppData\Local\Temp\pa0q3001.coe\Versioned\BT2202A.dll' [3.73 ms]
2024-06-15 11:44:47.420466 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202A.0.1.0-alpha.TapPackage' containing 'BT2202A' successfully created.
2024-06-15 11:44:47.420466 ; PackageAction  ; Information ; Installed 'BT2202A' (C:\Users\yuxia\source\repos\BT2202A\bin\Release\Packages\BT2202A\package.xml)
2024-06-15 11:44:47.420466 ; CLI            ; Debug       ; CLI action returned exit code: 0 [2.37 s]
